State,District,risk_score_v3,risk_tier_v3
Uttar Pradesh,Jalaun,1.1629422,Moderate
Uttar Pradesh,Jaunpur,0.57724077,Low
Uttar Pradesh,Jhansi,0.7542154,Low
Uttar Pradesh,Kannauj,1.0930254,Moderate
Uttar Pradesh,Kanpur Dehat,0.554005,Low
Uttar Pradesh,Kanpur Commissionarate,0.38052014,Low
Uttar Pradesh,Kasganj,0.12560745,Low
Uttar Pradesh,Kaushambi,0.15520999,Low
Uttar Pradesh,Khiri,0.5566666,Low
Uttar Pradesh,Kushi Nagar,0.71234524,Low
Uttar Pradesh,Lalitpur,1.1401434,Moderate
Uttar Pradesh,Lucknow Commissionarate,0.46672043,Low
Uttar Pradesh,Maharajganj,0.953799,Moderate
Uttar Pradesh,Mahoba,0.9958098,Moderate
Uttar Pradesh,Mainpuri,0.22666813,Low
Uttar Pradesh,Mathura,0.50730294,Low
Uttar Pradesh,Mau,0.15666799,Low
Uttar Pradesh,Meerut,0.64165354,Low
Uttar Pradesh,Mirzapur,0.19072498,Low
Uttar Pradesh,Moradabad,0.08955994,Low
Uttar Pradesh,Muzaffarnagar,0.67744446,Low
Uttar Pradesh,Pilibhit,0.25651425,Low
Uttar Pradesh,Pratapgarh,0.5696017,Low
Uttar Pradesh,Raibareilly,0.1396205,Low
Uttar Pradesh,Rampur,1.0722446,Moderate
Uttar Pradesh,Saharanpur,1.2050817,Moderate
Uttar Pradesh,Sambhal,0.97749054,Moderate
Uttar Pradesh,Sant Kabirnagar,1.138975,Moderate
Uttar Pradesh,Shahjahanpur,0.46459958,Low
Uttar Pradesh,Shamli,0.319663,Low
Uttar Pradesh,Shrawasti,0.5378921,Low
Uttar Pradesh,Sidharthnagar,0.55082935,Low
Uttar Pradesh,Sitapur,0.4364674,Low
Uttar Pradesh,Sonbhadra,3.745415,High
Uttar Pradesh,Bhadohi,0.54923266,Low
Uttar Pradesh,Sultanpur,0.28019866,Low
Uttar Pradesh,Unnao,0.51560503,Low
Uttar Pradesh,Varanasi Commissionarate,0.2522105,Low
Uttarakhand,Almora,1.0049043,Moderate
Uttarakhand,Bageshwar,5.8442383,High
Uttarakhand,Chamoli,0.24161972,Low
Uttarakhand,Champawat,1.6143018,Moderate
Uttarakhand,Dehradun,2.6853576,High
Uttarakhand,Haridwar,0.81515265,Moderate
Uttarakhand,Nainital,0.7458527,Low
Uttarakhand,Pauri Garhwal,1.3648012,Moderate
Uttarakhand,Pithoragarh,1.1142248,Moderate
Uttarakhand,Rudra Prayag,0.5108885,Low
Uttarakhand,Tehri Garhwal,5.945681,High
Uttarakhand,Udhamsingh Nagar,1.7174655,Moderate
Uttarakhand,Uttarkashi,1.1849416,Moderate
Uttarakhand,GRP,6.7090473,High
Uttarakhand,Cyber Cell,0.4308322,Low
West Bengal,Alipurduar,0.21118715,Low
West Bengal,Asansol-Durgapur PC,0.6018575,Low
West Bengal,Bankura,0.32318473,Low
West Bengal,Barrackpur PC,0.37677598,Low
West Bengal,Bidhannagar PC,0.6909217,Low
West Bengal,Birbhum,0.08955765,Low
West Bengal,Coochbehar,0.68070585,Low
West Bengal,Dakshin Dinajpur,0.29969367,Low
West Bengal,Darjeeling,0.2700837,Low
West Bengal,Hooghly Rural Police,0.7007494,Low
West Bengal,Howrah GRP,0.43492788,Low
West Bengal,Howrah PC,0.55643415,Low
West Bengal,Howrah Rural,0.6474266,Low
West Bengal,Jalpaiguri,1.7300195,Moderate
West Bengal,Jhargram,0.34517637,Low
West Bengal,Kharagpur GRP,0.612729,Low
West Bengal,Kolkata,1.2019215,Moderate
West Bengal,Malda,0.56757677,Low
West Bengal,Murshidabad Police District,0.7896415,Moderate
West Bengal,Paschim Medinipur,0.0,Low
West Bengal,Purab Medinipur,1.0012625,Moderate
West Bengal,Purulia,0.43736896,Low
West Bengal,Sealdah GRP,0.2792536,Low
West Bengal,Siliguri GRP,0.5659826,Low
West Bengal,Siliguri PC,1.0821059,Moderate
West Bengal,Baruipur Police,1.978272,Moderate
West Bengal,Chandannagar PC,0.5219682,Low
West Bengal,Diamond Harbour Police,0.6218,Low
West Bengal,Kalimpong,2.9277256,High
West Bengal,Purba Bardhaman,0.9967289,Moderate
West Bengal,Sundarban Police,0.4323673,Low
West Bengal,Barasat,0.1834166,Low
West Bengal,Basirhat,0.42099035,Low
West Bengal,Bangaon,0.62847936,Low
West Bengal,Islampur,0.5791868,Low
West Bengal,Jangipur Police District,0.40640682,Low
West Bengal,Krishnagar,0.5814166,Low
West Bengal,Raiganj,0.78530025,Low
West Bengal,Ranaghat,0.39510527,Low
Andaman and Nicobar Islands,South Andaman,17.937548,Critical
Andaman and Nicobar Islands,North & Middle Andaman,19.238163,Critical
Andaman and Nicobar Islands,Nicobar,7.5744762,Critical
Chandigarh,Chandigarh,8.483764,Critical
Dadra and Nagar Haveli and Daman and Diu,D&N Haveli,28.707388,Critical
Dadra and Nagar Haveli and Daman and Diu,Daman,28.677443,Critical
Dadra and Nagar Haveli and Daman and Diu,Diu,6.749973,Critical
Delhi (NCT),Central,30.201534,Critical
Delhi (NCT),Crime Branch,5.4734836,High
Delhi (NCT),East,4.368443,High
Delhi (NCT),EOW,14.520139,Critical
Delhi (NCT),IGI Airport,4.963635,High
Delhi (NCT),Metro,6.296546,High
Delhi (NCT),New Delhi,5.355408,High
Delhi (NCT),North,6.152068,High
Delhi (NCT),North-East,20.33238,Critical
Delhi (NCT),North-West,4.001604,High
Delhi (NCT),Outer,3.7010663,High
Delhi (NCT),RAILWAY,4.5643373,High
Delhi (NCT),South,40.508877,Critical
Delhi (NCT),South-East,27.434391,Critical
Delhi (NCT),South-West,66.08714,Critical
Delhi (NCT),Spl Cell,4.927101,High
Delhi (NCT),SPUWAC,6.237416,High
Delhi (NCT),Vigilance,7.6896405,Critical
Delhi (NCT),West,4.4268165,High
Delhi (NCT),Rohini,29.773258,Critical
Delhi (NCT),Shahdara,5.2776785,High
Delhi (NCT),Dwarka,4.4544806,High
Delhi (NCT),Outer North,4.4026217,High
Jammu and Kashmir,Anantnag,0.1036479,Low
Jammu and Kashmir,Awantipora,1.737125,Moderate
Jammu and Kashmir,Bandipora,0.03434149,Low
Jammu and Kashmir,Baramulla,1.0337838,Moderate
Jammu and Kashmir,Budgam,1.7746462,Moderate
Jammu and Kashmir,Special Crime Wing Jammu,1.7914768,Moderate
Jammu and Kashmir,Special Crime Wing Kashmir,1.5347457,Moderate
Jammu and Kashmir,Doda,2.1251326,Moderate
Jammu and Kashmir,Ganderbal,0.8775307,Moderate
Jammu and Kashmir,Handwara,0.2553599,Low
Jammu and Kashmir,Jammu,0.0,Low
Jammu and Kashmir,Kathua,0.38027585,Low
Jammu and Kashmir,Kishtwar,1.4548851,Moderate
Jammu and Kashmir,Kulgam,0.0,Low
Jammu and Kashmir,Kupwara,1.6605215,Moderate
Jammu and Kashmir,Poonch,1.0222918,Moderate
Jammu and Kashmir,Pulwama,1.9693968,Moderate
Jammu and Kashmir,Railways Jammu,0.72003996,Low
Jammu and Kashmir,Railways Kashmir,2.0530024,Moderate
Jammu and Kashmir,Railways Katra,0.84250027,Moderate
Jammu and Kashmir,Rajouri,0.23196699,Low
Jammu and Kashmir,Ramban,1.3095512,Moderate
Jammu and Kashmir,Reasi,0.80154353,Moderate
Jammu and Kashmir,Samba,0.0,Low
Jammu and Kashmir,Shopian,0.33999532,Low
Jammu and Kashmir,Sopore,0.19617635,Low
Jammu and Kashmir,Srinagar,4.5202317,High
Jammu and Kashmir,Udhampur,1.1613404,Moderate
Jammu and Kashmir,Cyber Crime Jammu,1.3085085,Moderate
Jammu and Kashmir,Cyber Crime Kashmir,0.117198095,Low
Jammu and Kashmir,Anti Narcotic Task Force Jammu,0.9309212,Moderate
Jammu and Kashmir,Anti Narcotic Task Force Kashmir,0.8495248,Moderate
Jammu and Kashmir,EOW Jammu,0.5463611,Low
Jammu and Kashmir,EOW Kashmir,0.45334706,Low
Jammu and Kashmir,CICE Jammu,14.23058,Critical
Jammu and Kashmir,CICE Kashmir,2.053822,Moderate
Ladakh,Kargil,0.19980565,Low
Ladakh,Leh,0.93040437,Moderate
Lakshadweep,Lakshadweep,23.279747,Critical
Puducherry,Karaikal,28.055052,Critical
Puducherry,Puducherry,19.42498,Critical
